392;;Oklahoma!;Fred Zinneman;1955
393;;Diabolique;Henri-Georges Clouzot;1955
394;;Samurai II: Duel at Ichijoji Temple;Hiroshi Inagaki;1955
395;;Smiles of a Summer Night;Ingmar Bergman;1955
396;;The Mad Masters;Jean Rouch;1955
397;;Bob the Gambler;Jean-Pierre Melville;1955
398;;Bad Day at Black Rock;John Sturges;1955
399;;Guys and Dolls;Joseph L. Mankiewicz;1955
400;;Death of a Cyclist;Juan Antonio Bardem;1955
401;;Lola Montès;Max Ophüls;1955
402;;Rebel Without a Cause;Nicholas Ray;1955
403;;The Man with the Golden Arm;Otto Preminger;1955
404;;The Phenix City Story;Phil Karlson;1955
405;;Pather Panchali;Satyajit Ray;1955
406;;Cold Nights;Sun-fung Lee;1955
407;;Hill 24 Doesn’t Answer;Thorold Dickinson;1955
408;;The Wrong Man;Alfred Hitchcock;1956
409;;The Burmese Harp;Kon Ichikawa;1956
410;;High Society;Charles Walters;1956
411;;Invasion of the Body Snatchers;Don Siegel;1956
412;;Written on the Wind;Douglas Sirk;1956
413;;The Body Snatchers;Fernando Méndez;1956
414;;Forbidden Planet;Fred M. Wilcox;1956
415;;Giant;George Stevens;1956
416;;Samurai III: Duel at Ganryu Island;Hiroshi Inagaki;1956
417;;The Searchers;John Ford;1956
418;;Bigger Than Life;Nicholas Ray;1956
419;;A Man Escaped;Robert Bresson;1956
420;;Aparajito;Satyajit Ray;1956
421;;The Lower Depths;Akira Kurosawa;1957
422;;Throne of Blood;Akira Kurosawa;1957
423;;Sweet Smell of Success;Alexander Mackendrick;1957
424;;An Affair to Remember;Leo McCarey;1957
425;;Le notti Bianche;Luchino Visconti;1957
426;;The Bridge on the River Kwai;David Lean;1957
427;;3:10 to Yuma;Delmer Daves;1957
428;;Nights of Cabiria;Federico Fellini;1957
429;;Wild Strawberries;Ingmar Bergman;1957
430;;The Seventh Seal;Ingmar Bergman;1957
431;;The Incredible Shrinking Man;Jack Arnold;1957
432;;Gunfight at the OK Corral;John Sturges;1957
433;;Mother India;Mehboob Khan;1957
434;;The Cranes Are Flying;Mikhail Kalatozov;1957
435;;The Unvanquished;Satyajit Ray;1957
436;;12 Angry Men;Sidney Lumet;1957
437;;Paths of Glory ;Stanley Kubrick;1957
438;;Mambo Girl;Wen Yi;1957
439;;The Hidden Fortress;Akira Kurosawa;1958
440;;Vertigo ;Alfred Hitchcock;1958
441;;Ashes and Diamonds;Andrzej Wajda;1958
442;;Man of the West;Anthony Mann;1958
443;;Elevator to the Gallows;Louis Malle;1958
444;;The Lovers;Louis Malle;1958
445;;Nazarín;Luis Buñuel;1958
446;;Le beau Serge;Claude Chabrol;1958
447;;Mon oncle;Jacques Tati;1958
448;;Touch of Evil;Orson Welles;1958
449;;The Music Room;Satyajit Ray;1958
450;;The Defiant Ones;Stanley Kramer;1958
451;;Dracula;Terence Fisher;1958
452;;Gigi;Vincente Minnelli;1958
453;;Some Came Running;Vincente Minnelli;1958
454;;Cairo Station;Youssef Chahine;1958
455;;Hiroshima, My Love (Hiroshima mon amour);Alain Resnais;1959
456;;North by Northwest;Alfred Hitchcock;1959
457;;Some Like It Hot;Billy Wilder;1959
458;;Ride Lonesome;Budd Boetticher;1959
459;;House on Haunted Hill;Juno Pak;1959
460;;Black Orpheus;Marcel Camus;1959
461;;Les cousins;Claude Chabrol;1959
462;;The 400 Blows;François Truffaut;1959
463;;Rio Bravo;Howard Hawks;1959
464;;Testament of Orpheus;Jean Cocteau;1959
465;;Shadows;John Cassavetes;1959
466;;The Human Condition;Masaki Kobayashi;1959
467;;Anatomy of a Murder;Otto Preminger;1959
468;;Pickpocket;Robert Bresson;1959
469;;The World of Apu (Apur Sansar);Satyajit Ray;1959
470;;The World of Apu;Satyajit Ray;1959
471;;Window Water Baby Moving;Stan Brakhage;1959
472;;The Purple Hairpin;Tie Li;1959
473;;Ben-Hur;William Wyler;1959
474;;Floating Weeds;Yasujiro Ozu;1959
475;;Psycho;Alfred Hitchcock;1960
476;;The Apartment;Billy Wilder;1960
477;;Saturday Night and Sunday Morning;Karel Reisz;1960
478;;Motherhood;Kea Tso;1960
479;;My Intimate Partner;Kim Chun;1960
480;;The Housemaid;Kim Ki-young;1960
481;;Rocco and His Brothers;Luchino Visconti;1960
482;;Black Sunday;Mario Bava & Lee Kresel;1960
483;;La dolce vita;Federico Fellini;1960
484;;Shoot the Piano Player;François Truffaut;1960
485;;Eyes Without a Face;Georges Franju;1960
486;;The Virgin Spring;Ingmar Bergman;1960
487;;The Hole;Jacques Becker;1960
488;;Breathless;Jean-Luc Godard;1960
489;;Peeping Tom;Michael Powell;1960
490;;The Adventure (L'Avventura);Michelangelo Antonioni;1960
491;;The Adventure;Michelangelo Antonioni;1960
492;;Jijoku;Nobuo Nakagawa;1960
493;;Laugh, Clown Laugh;Pingqian Li;1960
494;;The Cloud-Capped Star;Ritwik Ghatak;1960
495;;Eternal Love;Shilin Zhu;1960
496;;The Fugitive Kind;Sidney Lumet;1960
497;;Spartacus;Stanley Kubrick;1960
498;;The Orphan;Sun-fung Lee;1960
499;;The Wild, Wild Rose;Tian-lin Wang;1960
500;;The Great Devotion;Yuen Chor;1960
501;;Yojimbo;Akira Kurosawa;1961
502;;Last Year at Marienbad;Alain Resnais;1961
503;;Breakfast at Tiffany’s;Blake Edwards;1961
504;;The Innocents;Bob Clark;1961
505;;The Exiles;Kent MacKenzie;1961
506;;The Thirst (La Sed);Lucas Demare;1961
507;;Viridiana;Luis Buñuel;1961
508;;One-Eyed Jacks;Marlon Brando;1961
509;;La Jetée;Chris Marker;1961
510;;Chronicle of a Summer;Edgar Morin & Jean Rouch;1961
511;;Splendor in the Grass;Elia Kazan;1961
512;;Il Posto;Ermanno Olmi;1961
513;;Through a Glass Darkly;Ingmar Bergman;1961
514;;Lola;Jacques Demy;1961
515;;West Side Story;Jerome Robbins & Robert Wise;1961
516;;The Ladies Man;Jerry Lewis;1961
517;;The Night (La notte);Michelangelo Antonioni;1961
518;;The Hustler;Robert Rossen;1961
519;;To Kill a Mockingbird;Robert Mulligan;1962
520;;Knife in the Water;Roman Polanski;1962
521;;Lawrence of Arabia;David Lean;1962
522;;Cléo from 5 to 7;Agnès Varda;1962
523;;Sanjuro;Akira Kurosawa;1962
524;;The Given Word (Keeper of Promises) (O Pagador de Promessas);Anselmo Duarte;1962
525;;The Exterminating Angel (El Ángel Exterminador);Luis Buñuel;1962
526;;El ángel exterminador;Luis Buñuel;1962
527;;The Easy Life (Il Sorpasso);Dino Risi;1962
528;;Jules and Jim (Jules et Jim);François Truffaut;1962
529;;Kingdom and the Beauty;Han Hsiang Li;1962
530;;Heaven and Earth Magic;Harry Smith;1962
531;;Winter Light (Nattvardsgästerna);Ingmar Bergman;1962
532;;My Life to Live;Jean-Luc Godard;1962
533;;Vivre sa vie;Jean-Luc Godard;1962
534;;The Man Who Shot Liberty Valance;John Ford;1962
535;;The Manchurian Candidate;John Frankenheimer;1962
536;;Harakiri;Masaki Kobayashi;1962
537;;The Eclipse (L'Eclisse);Michelangelo Antonioni;1962
538;;A Dog's Life (Mondo Cane);Paolo Cavara, Gualtiero Jacopetti, Franco E. Prosperi;1962
539;;What Ever Happened to Baby Jane?;Robert Aldrich;1962
540;;Dog Star Man;Stan Brakhage;1962
541;;Lolita;Stanley Kubrick;1962
542;;Ingmar Bergman Makes a Movie;Vilgot Sjöman;1962
543;;An Autumn Afternoon (Sanma no Aji);Yasujiro Ozu;1962
544;;Carnival of Souls;Herk Harvey;1962
545;;Zatoichi: The Blind Swordsman;Kenji Misumi;1962
546;;Scorpio Rising;Kenneth Anger;1963
547;;High and Low;Akira Kurosawa;1963
548;;The Birds;Alfred Hichcock;1963
549;;Blonde Cobra;Ken Jacobs;1963
550;;The Fire Within;Louis Malle;1963
551;;The Leopard (Il Gattopardo);Luchino Visconti;1963
552;;Hud;Martin Ritt;1963
553;;8½;Federico Fellini;1963
554;;The House is Black;Forugh Farrokhzad;1963
555;;The Love Eterne;Han Hsiang Li;1963
556;;Empress Wu;Han Hsiang Li;1963
557;;Blood Feast;Herschell Gordon Lewis;1963
558;;The Silence;Ingmar Bergman;1963
559;;Flaming Creatures;Jack Smith;1963
560;;Bay of Angels;Jacques Demy;1963
561;;Méditerranée;Jean-Daniel Pollet, Volker Schlöndorff;1963
562;;Contempt (Le Mépris);Jean-Luc Godard;1963
563;;The Nutty Professor;Jerry Lewis;1963
564;;The Great Escape;John Sturges;1963
565;;The Servant;Joseph Losey;1963
566;;Barren Lives;Nelson Pereira dos Santos;1963
567;;Lord of the Flies;Peter Brook;1963
568;;Shock Corridor;Samuel Fuller;1963
569;;The Cool World;Shirley Clarke;1963
